SucursalID,Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
SUC-003,Classic Black Trousers,0000000985,Clothing - Pants,2026-06-04,Nuveen Multi-Market Income Fund,138.13,546
SUC-027,Stainless Steel Water Bottle,0000000986,Fitness,2026-09-07,Boulevard Acquisition Corp. II,687.57,236
SUC-008,Spicy Hummus,0000000987,Food - Deli,2025-09-28,Ryanair Holdings plc,67.66,186
SUC-003,Fruit and Nut Medley,0000000988,Food - Snacks,2026-07-13,"CF Industries Holdings, Inc.",452.34,249
SUC-029,Caramel Apple Chips,0000000989,Food - Snacks,2026-11-08,Colfax Corporation,404.17,406
SUC-001,Garlic and Herb Cream Cheese,0000000990,Food - Dairy,2026-06-05,Ferrari N.V.,162.75,818
SUC-021,Lentil Vegetable Curry,0000000991,Food - Prepared Meals,2025-11-16,"United Natural Foods, Inc.",827.72,908
SUC-003,Air Purifier,0000000992,Home,2025-05-30,China Southern Airlines Company Limited,644.39,151
SUC-027,Solar Charger,0000000994,Electronics,2025-08-20,Wintrust Financial Corporation,291.67,559
SUC-028,Home Cleaning Robot,0000000004,Home Appliances,2026-08-03,"First Community Financial Partners, Inc.",35.45,848
SUC-013,Wireless Keyboard and Mouse Combo,0000000000,Electronics,2026-07-23,Unisys Corporation,830.95,433,EXTRA
SUC-018,Multifunctional Baby Bottle Warmer,0000000995,Baby,2026-02-11,"PDL BioPharma, Inc.",450.25,993
